profile_id,display_name,location_tag,container_tag,roll_count_weights,pool_id,pool_weight,allow_duplicates,access_modifier,balance_status,notes
store_staff_locker,便利店员工储物柜,Location.ConvenienceStore,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_food,15,TRUE,restricted,draft,员工遗留物
store_staff_locker,便利店员工储物柜,Location.ConvenienceStore,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_drink,15,TRUE,restricted,draft,员工遗留物
store_staff_locker,便利店员工储物柜,Location.ConvenienceStore,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_iron,7,TRUE,restricted,draft,员工遗留物
store_staff_locker,便利店员工储物柜,Location.ConvenienceStore,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_conductive_insulation,5,TRUE,restricted,draft,员工遗留物
store_staff_locker,便利店员工储物柜,Location.ConvenienceStore,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_portable_power,5,TRUE,restricted,draft,员工遗留物
store_staff_locker,便利店员工储物柜,Location.ConvenienceStore,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_electronics_legacy,3,TRUE,restricted,draft,员工遗留物
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_food,45,TRUE,normal,draft,餐桌吧台与操作台
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_drink,35,TRUE,normal,draft,餐桌吧台与操作台
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_wood_glass,8,TRUE,normal,draft,餐桌吧台与操作台
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_textile,5,TRUE,normal,draft,餐桌吧台与操作台
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_tools_basic,4,TRUE,normal,draft,餐桌吧台与操作台
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_iron,2,TRUE,normal,draft,餐桌吧台与操作台
restaurant_surface,餐厅露天表面,Location.Restaurant,Socket.Surface,0:35;1:45;2:20,loot_portable_power,1,TRUE,normal,draft,餐桌吧台与操作台
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_food,35,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_drink,25,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_wood_glass,15,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_tools_basic,10,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_iron,5,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_textile,5,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_conductive_insulation,3,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_cabinet,餐厅厨房柜,Location.Restaurant,Container.KitchenCabinet,0:15;1:40;2:30;3:15,loot_portable_power,2,TRUE,restricted,draft,受限厨房应用地点修正
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_tools_basic,35,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_iron,15,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_wood_glass,15,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_textile,10,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_conductive_insulation,10,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_portable_power,10,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_kitchen_drawer,餐厅厨房抽屉,Location.Restaurant,Container.KitchenDrawer,0:20;1:45;2:25;3:10,loot_electronics_legacy,5,TRUE,restricted,draft,后厨小型工具与维修物
restaurant_fridge,餐厅冷藏柜,Location.Restaurant,Container.Refrigerator,0:10;1:35;2:35;3:20,loot_food,55,TRUE,restricted,draft,不模拟温度和腐败
restaurant_fridge,餐厅冷藏柜,Location.Restaurant,Container.Refrigerator,0:10;1:35;2:35;3:20,loot_drink,45,TRUE,restricted,draft,不模拟温度和腐败
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_food,30,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_drink,25,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_wood_glass,15,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_textile,10,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_tools_basic,5,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_iron,5,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_conductive_insulation,5,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_portable_power,3,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_back_box,餐厅后仓纸箱,Location.Restaurant,Container.BackroomBox,0:10;1:35;2:35;3:20,loot_electronics_legacy,2,TRUE,restricted,draft,受限后仓应用地点修正
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_textile,30,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_tools_basic,20,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_food,15,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_drink,15,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_iron,7,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_conductive_insulation,5,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_portable_power,5,TRUE,restricted,draft,员工遗留物
restaurant_staff_locker,餐厅员工储物柜,Location.Restaurant,Container.StaffLocker,0:15;1:40;2:30;3:15,loot_electronics_legacy,3,TRUE,restricted,draft,员工遗留物
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_iron,35,TRUE,normal,draft,工作台材料架与车间地表
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_tools_basic,25,TRUE,normal,draft,工作台材料架与车间地表
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_wood_glass,15,TRUE,normal,draft,工作台材料架与车间地表
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_conductive_insulation,15,TRUE,normal,draft,工作台材料架与车间地表
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_electronics_legacy,5,TRUE,normal,draft,工作台材料架与车间地表
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_portable_power,3,TRUE,normal,draft,工作台材料架与车间地表
factory_surface,工厂露天表面,Location.Factory,Socket.Surface,0:20;1:40;2:30;3:10,loot_drink,2,TRUE,normal,draft,工作台材料架与车间地表
factory_toolbox,工厂金属工具箱,Location.Factory,Container.Toolbox,0:10;1:35;2:35;3:20,loot_tools_basic,50,TRUE,restricted,draft,受限区域应用工厂修正
factory_toolbox,工厂金属工具箱,Location.Factory,Container.Toolbox,0:10;1:35;2:35;3:20,loot_iron,25,TRUE,restricted,draft,受限区域应用工厂修正
factory_toolbox,工厂金属工具箱,Location.Factory,Container.Toolbox,0:10;1:35;2:35;3:20,loot_conductive_insulation,10,TRUE,restricted,draft,受限区域应用工厂修正
factory_toolbox,工厂金属工具箱,Location.Factory,Container.Toolbox,0:10;1:35;2:35;3:20,loot_electronics_legacy,8,TRUE,restricted,draft,受限区域应用工厂修正
factory_toolbox,工厂金属工具箱,Location.Factory,Container.Toolbox,0:10;1:35;2:35;3:20,loot_portable_power,5,TRUE,restricted,draft,受限区域应用工厂修正
factory_toolbox,工厂金属工具箱,Location.Factory,Container.Toolbox,0:10;1:35;2:35;3:20,loot_wood_glass,2,TRUE,restricted,draft,受限区域应用工厂修正
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_tools_basic,25,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_textile,20,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_iron,20,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_conductive_insulation,10,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_drink,10,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_food,5,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_portable_power,5,TRUE,restricted,draft,工人生活与维修遗留物
factory_metal_locker,工厂金属储物柜,Location.Factory,Container.MetalLocker,0:15;1:35;2:35;3:15,loot_electronics_legacy,5,TRUE,restricted,draft,工人生活与维修遗留物
factory_material_box,工厂材料箱,Location.Factory,Container.MaterialBox,0:5;1:25;2:40;3:30,loot_iron,45,TRUE,restricted,draft,原料运输与库存
factory_material_box,工厂材料箱,Location.Factory,Container.MaterialBox,0:5;1:25;2:40;3:30,loot_conductive_insulation,25,TRUE,restricted,draft,原料运输与库存
factory_material_box,工厂材料箱,Location.Factory,Container.MaterialBox,0:5;1:25;2:40;3:30,loot_wood_glass,20,TRUE,restricted,draft,原料运输与库存
factory_material_box,工厂材料箱,Location.Factory,Container.MaterialBox,0:5;1:25;2:40;3:30,loot_tools_basic,5,TRUE,restricted,draft,原料运输与库存
factory_material_box,工厂材料箱,Location.Factory,Container.MaterialBox,0:5;1:25;2:40;3:30,loot_electronics_legacy,5,TRUE,restricted,draft,原料运输与库存
factory_work_drawer,工厂工作台抽屉,Location.Factory,Container.WorkbenchDrawer,0:10;1:35;2:35;3:20,loot_tools_basic,40,TRUE,restricted,draft,维修工具与小型零件
factory_work_drawer,工厂工作台抽屉,Location.Factory,Container.WorkbenchDrawer,0:10;1:35;2:35;3:20,loot_iron,25,TRUE,restricted,draft,维修工具与小型零件
factory_work_drawer,工厂工作台抽屉,Location.Factory,Container.WorkbenchDrawer,0:10;1:35;2:35;3:20,loot_conductive_insulation,15,TRUE,restricted,draft,维修工具与小型零件
factory_work_drawer,工厂工作台抽屉,Location.Factory,Container.WorkbenchDrawer,0:10;1:35;2:35;3:20,loot_electronics_legacy,10,TRUE,restricted,draft,维修工具与小型零件
factory_work_drawer,工厂工作台抽屉,Location.Factory,Container.WorkbenchDrawer,0:10;1:35;2:35;3:20,loot_portable_power,8,TRUE,restricted,draft,维修工具与小型零件
factory_work_drawer,工厂工作台抽屉,Location.Factory,Container.WorkbenchDrawer,0:10;1:35;2:35;3:20,loot_wood_glass,2,TRUE,restricted,draft,维修工具与小型零件
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_tools_basic,20,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_textile,20,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_drink,15,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_food,10,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_portable_power,15,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_conductive_insulation,10,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_iron,5,TRUE,normal,draft,办公入口区杂物
factory_office_drawer,工厂办公抽屉,Location.Factory,Container.OfficeDrawer,0:20;1:45;2:25;3:10,loot_electronics_legacy,5,TRUE,normal,draft,办公入口区杂物
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_food,20,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_drink,25,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_textile,15,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_tools_basic,15,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_portable_power,10,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_conductive_insulation,10,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_iron,3,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_cabin,汽车驾驶室杂物空间,Location.Vehicle,Container.Cabin,0:25;1:45;2:25;3:5,loot_wood_glass,2,TRUE,pry_required,draft,撬开车门后搜索且不应用稀有加成
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_tools_basic,25,TRUE,pry_required,draft,先撬车门再徒手搜索
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_portable_power,25,TRUE,pry_required,draft,先撬车门再徒手搜索
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_conductive_insulation,15,TRUE,pry_required,draft,先撬车门再徒手搜索
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_textile,15,TRUE,pry_required,draft,先撬车门再徒手搜索
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_drink,10,TRUE,pry_required,draft,先撬车门再徒手搜索
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_food,5,TRUE,pry_required,draft,先撬车门再徒手搜索
car_glovebox,汽车手套箱,Location.Vehicle,Container.Glovebox,0:20;1:50;2:25;3:5,loot_electronics_legacy,5,TRUE,pry_required,draft,先撬车门再徒手搜索
